1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9053,8324,1,0,0,667.8708,1333.7269,2,1333.7242,0.0028,55,64,0,23.82,0.0041,R,YQKSTELLIR,K,Formyl (K),0.0040000000.0,,,"2301: Sum of 2 scans. Range 6660 (rt=24.5538, f=2, i=1930) to 6664 (rt=24.5624, f=2, i=1931) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9055,19806,1,0,0,667.871,1333.7274,2,1333.7242,0.0033,55,64,0,26.36,0.0023,R,YQKSTELLIR,K,Formyl (K),0.0040000000.0,,,"2195: Sum of 4 scans. Range 6626 (rt=24.564, f=2, i=1949) to 6651 (rt=24.6372, f=2, i=1960) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9056,3471,1,0,0,667.8716,1333.7287,2,1333.7242,0.0045,55,64,0,37.28,0.00019,R,YQKSTELLIR,K,Formyl (K),0.0040000000.0,,,"3472: Sum of 2 scans. Range 9168 (rt=32.151, f=3, i=1402) to 9171 (rt=32.1574, f=3, i=1403) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9057,20861,1,0,0,667.8727,1333.7309,2,1333.7242,0.0068,55,64,0,43.2,4.80E-05,R,YQKSTELLIR,K,Formyl (K),0.0040000000.0,,,"3250: Sum of 2 scans. Range 9006 (rt=32.203, f=3, i=1246) to 9009 (rt=32.2094, f=3, i=1247) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9499,27093,1,0,0,681.8832,1361.7519,2,1361.7554,-0.0035,55,64,0,60.52,1.10E-06,R,YQKSTELLIR,K,,,,,"3598: Sum of 2 scans. Range 10028 (rt=35.9296, f=2, i=3100) to 10030 (rt=35.9338, f=2, i=3101) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9500,27037,1,0,0,681.8839,1361.7533,2,1361.7554,-0.0021,55,64,0,80.88,1.00E-08,R,YQKSTELLIR,K,,,,,"3542: Sum of 2 scans. Range 9881 (rt=35.5061, f=2, i=3065) to 9892 (rt=35.5298, f=2, i=3066) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9502,15544,1,0,0,681.8844,1361.7542,2,1361.7554,-0.0013,55,64,0,77.15,2.40E-08,R,YQKSTELLIR,K,,,,,"3454: Sum of 2 scans. Range 9917 (rt=35.9468, f=2, i=2972) to 9919 (rt=35.951, f=2, i=2973) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9503,3836,1,0,0,681.8844,1361.7543,2,1361.7554,-0.0011,55,64,0,80.72,1.10E-08,R,YQKSTELLIR,K,,,,,"3837: Sum of 4 scans. Range 10260 (rt=35.8502, f=2, i=3142) to 10288 (rt=35.9398, f=3, i=1597) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9504,9799,1,0,0,681.8847,1361.7549,2,1361.7554,-0.0006,55,64,0,29.6,0.0014,R,YQKSTELLIR,K,,,,,"3776: Sum of 2 scans. Range 10202 (rt=35.9286, f=4, i=665) to 10205 (rt=35.9351, f=4, i=666) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9506,9746,1,0,0,681.8849,1361.7553,2,1361.7554,-0.0001,55,64,0,87.18,2.40E-09,R,YQKSTELLIR,K,,,,,"3723: Sum of 2 scans. Range 10064 (rt=35.5119, f=2, i=3038) to 10067 (rt=35.5186, f=2, i=3039) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9509,15490,1,0,0,681.8866,1361.7586,2,1361.7554,0.0031,55,64,0,87.58,2.10E-09,R,YQKSTELLIR,K,,,,,"3400: Sum of 2 scans. Range 9768 (rt=35.491, f=2, i=2941) to 9776 (rt=35.508, f=2, i=2942) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9512,3787,1,0,0,681.8876,1361.7607,2,1361.7554,0.0053,55,64,0,60.75,1.00E-06,R,YQKSTELLIR,K,,,,,"3788: Sum of 2 scans. Range 10121 (rt=35.4448, f=8, i=82) to 10129 (rt=35.4618, f=8, i=83) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9513,21048,1,0,0,681.8883,1361.762,2,1361.7554,0.0066,55,64,0,39.59,0.00013,R,YQKSTELLIR,K,,,,,"3437: Sum of 2 scans. Range 9589 (rt=34.2998, f=2, i=2946) to 9590 (rt=34.3019, f=2, i=2947) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9981,21503,1,0,0,695.8804,1389.7463,2,1389.7504,-0.0041,55,64,0,47.85,4.40E-05,R,YQKSTELLIR,K,Formyl (T),0.0000600000.0,,,"3892: Sum of 2 scans. Range 10781 (rt=38.1997, f=2, i=3298) to 10782 (rt=38.2019, f=2, i=3299) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9982,27361,1,0,0,695.8806,1389.7467,2,1389.7504,-0.0036,55,64,0,73.59,1.20E-07,R,YQKSTELLIR,K,Formyl (T),0.0000600000.0,,,"3866: Sum of 4 scans. Range 10733 (rt=38.2325, f=2, i=3333) to 10739 (rt=38.2497, f=2, i=3336) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9983,27393,1,0,0,695.8812,1389.7478,2,1389.7504,-0.0025,55,64,0,75.33,7.90E-08,R,YQKSTELLIR,K,Formyl (S),0.0005000000.0,,,"3898: Scan 10859 (rt=38.7332, f=2, i=3381) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9984,15799,1,0,0,695.882,1389.7494,2,1389.7504,-0.0009,55,64,0,44.17,0.0001,R,YQKSTELLIR,K,Formyl (T),0.0000600000.0,,,"3709: Sum of 4 scans. Range 10589 (rt=38.2007, f=2, i=3183) to 10593 (rt=38.2135, f=2, i=3186) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9985,4102,1,0,0,695.8827,1389.7508,2,1389.7504,0.0004,55,64,0,57.71,4.40E-06,R,YQKSTELLIR,K,Formyl (T),0.0000600000.0,,,"4103: Sum of 2 scans. Range 10957 (rt=38.174, f=2, i=3379) to 10958 (rt=38.1762, f=2, i=3380) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9986,15827,1,0,0,695.8828,1389.751,2,1389.7504,0.0006,55,64,0,87.73,4.40E-09,R,YQKSTELLIR,K,Formyl (S),0.0005000000.0,,,"3737: Scan 10710 (rt=38.715, f=2, i=3231) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9987,10106,1,0,0,695.884,1389.7534,2,1389.7504,0.003,55,64,0,87.5,4.60E-09,R,YQKSTELLIR,K,Formyl (S),0.0005000000.0,,,"4083: Scan 11026 (rt=38.7025, f=2, i=3353) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9988,4132,1,0,0,695.8844,1389.7542,2,1389.7504,0.0038,55,64,0,77.54,3.70E-08,R,YQKSTELLIR,K,Formyl (S),0.0005000000.0,,,"4133: Scan 11082 (rt=38.6856, f=2, i=3435) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9989,21531,1,0,0,695.8845,1389.7545,2,1389.7504,0.0041,55,64,0,87.7,3.60E-09,R,YQKSTELLIR,K,Formyl (S),0.0005000000.0,,,"3920: Scan 10900 (rt=38.7199, f=2, i=3344) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9990,10069,1,0,0,695.8854,1389.7563,2,1389.7504,0.006,55,64,0,45.06,6.50E-05,R,YQKSTELLIR,K,Formyl (T),0.0000600000.0,,,"4046: Sum of 4 scans. Range 10891 (rt=38.1903, f=2, i=3305) to 10899 (rt=38.2159, f=3, i=1592) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,9991,21519,1,0,0,695.8862,1389.7578,2,1389.7504,0.0075,55,64,0,64.31,7.80E-07,R,YQKSTELLIR,K,Formyl (S),0.0005000000.0,,,"3908: Sum of 2 scans. Range 10862 (rt=38.5781, f=2, i=3326) to 10863 (rt=38.5803, f=2, i=3327) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10258,4518,1,0,0,703.3734,1404.7323,2,1404.7249,0.0074,74,84,0,26.66,0.0054,R,EIAQDFKTDLR,F,Methyl KR (KR),0.00000070000.0,,,"4519: Sum of 2 scans. Range 12188 (rt=42.7112, f=3, i=1864) to 12190 (rt=42.7155, f=3, i=1865) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10601,16188,1,0,0,709.8797,1417.7448,2,1417.7453,-0.0005,55,64,0,43.87,0.00014,R,YQKSTELLIR,K,Formyl (S); Formyl (T),0.0005600000.0,,,"4098: Sum of 2 scans. Range 11609 (rt=41.7778, f=2, i=3485) to 11610 (rt=41.7799, f=2, i=3486) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10602,4460,1,0,0,709.8812,1417.7479,2,1417.7453,0.0026,55,64,0,70.59,2.60E-07,R,YQKSTELLIR,K,Formyl (S); Formyl (T),0.0005600000.0,,,"4461: Sum of 4 scans. Range 11953 (rt=41.7516, f=2, i=3685) to 11964 (rt=41.7873, f=2, i=3692) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10603,10465,1,0,0,709.8829,1417.7512,2,1417.7453,0.0059,55,64,0,36.23,0.00056,R,YQKSTELLIR,K,Formyl (S); Formyl (T),0.0005600000.0,,,"4442: Sum of 2 scans. Range 11929 (rt=41.7915, f=3, i=1760) to 11931 (rt=41.7958, f=3, i=1761) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10604,27794,1,0,0,709.8832,1417.7518,2,1417.7453,0.0065,55,64,0,54.86,7.70E-06,R,YQKSTELLIR,K,Formyl (S); Formyl (T),0.0005600000.0,,,"4299: Sum of 2 scans. Range 11788 (rt=41.8662, f=2, i=3600) to 11789 (rt=41.8684, f=2, i=3601) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10607,16194,1,0,0,709.8863,1417.7581,2,1417.7453,0.0128,55,64,0,42.56,0.00013,R,YQKSTELLIR,K,Formyl (S); Formyl (T),0.0005600000.0,,,"4104: Sum of 2 scans. Range 11635 (rt=41.8897, f=2, i=3497) to 11636 (rt=41.8918, f=2, i=3498) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10608,21911,1,0,0,709.8936,1417.7727,2,1417.7817,-0.0089,55,64,0,71.24,3.90E-07,R,YQKSTELLIR,K,Propionyl STY (STY),0.0000900000.0,,,"4300: Sum of 2 scans. Range 11824 (rt=41.9018, f=2, i=3569) to 11825 (rt=41.9039, f=2, i=3570) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10609,27944,1,0,0,709.8938,1417.7729,2,1417.7817,-0.0087,55,64,0,63.88,2.10E-06,R,YQKSTELLIR,K,Propionyl STY (STY),0.0009000000.0,,,"4449: Sum of 2 scans. Range 12323 (rt=44.0071, f=2, i=3753) to 12324 (rt=44.0092, f=2, i=3754) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10610,16360,1,0,0,709.8957,1417.7769,2,1417.7817,-0.0048,55,64,0,79.68,5.70E-08,R,YQKSTELLIR,K,Propionyl STY (STY),0.0009000000.0,,,"4270: Sum of 4 scans. Range 12173 (rt=43.9852, f=2, i=3659) to 12192 (rt=44.0558, f=2, i=3666) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10612,4625,1,0,0,709.8983,1417.782,2,1417.7817,0.0004,55,64,0,76.62,9.00E-08,R,YQKSTELLIR,K,Propionyl STY (STY),0.0009000000.0,,,"4626: Sum of 4 scans. Range 12498 (rt=43.908, f=2, i=3846) to 12504 (rt=43.9285, f=2, i=3849) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10595,10629,1,0,0,709.8983,1417.7821,2,1417.7817,0.0004,55,64,0,30.27,0.0039,R,YQKSTELLIR,K,Propionyl STY (STY),0.0009000000.0,,,"4606: Sum of 2 scans. Range 12466 (rt=43.9357, f=2, i=3751) to 12467 (rt=43.9378, f=2, i=3752) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10613,22061,1,0,0,709.9013,1417.788,2,1417.7817,0.0064,55,64,0,47.04,8.00E-05,R,YQKSTELLIR,K,Propionyl STY (STY),0.0009000000.0,,,"4450: Sum of 2 scans. Range 12327 (rt=43.9555, f=2, i=3701) to 12328 (rt=43.9576, f=2, i=3702) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10631,8912,1,0,0,710.3763,1418.7381,2,1418.7405,-0.0024,74,84,0,47.63,5.10E-05,R,EIAQDFKTDLR,F,Dimethyl KR (KR),0.00000030000.0,,,"2889: Sum of 2 scans. Range 7884 (rt=28.1709, f=3, i=1100) to 7890 (rt=28.184, f=3, i=1101) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10632,20380,1,0,0,710.3767,1418.7388,2,1418.7405,-0.0017,74,84,0,50.19,2.80E-05,R,EIAQDFKTDLR,F,Dimethyl KR (KR),0.00000030000.0,,,"2769: Sum of 2 scans. Range 7820 (rt=28.1694, f=2, i=2306) to 7829 (rt=28.1886, f=2, i=2307) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10634,26216,1,0,0,710.377,1418.7394,2,1418.7405,-0.0012,74,84,0,65.34,8.60E-07,R,EIAQDFKTDLR,F,Dimethyl KR (KR),0.00000030000.0,,,"2721: Sum of 2 scans. Range 7731 (rt=28.1754, f=3, i=1064) to 7734 (rt=28.1818, f=3, i=1065) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10635,8956,1,0,0,710.3776,1418.7406,2,1418.7405,0.0001,74,84,0,27.77,0.0049,R,EIAQDFKTDLR,F,Dimethyl KR (KR),0.00000030000.0,,,"2933: Sum of 2 scans. Range 7953 (rt=28.381, f=2, i=2301) to 7955 (rt=28.3853, f=2, i=2302) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10638,14672,1,0,0,710.3791,1418.7437,2,1418.7405,0.0032,74,84,0,27.22,0.0054,R,EIAQDFKTDLR,F,Dimethyl KR (KR),0.00000030000.0,,,"2582: Sum of 2 scans. Range 7615 (rt=28.1642, f=2, i=2203) to 7616 (rt=28.1663, f=2, i=2204) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,10639,2967,1,0,0,710.3801,1418.7456,2,1418.7405,0.005,74,84,0,30.05,0.0031,R,EIAQDFKTDLR,F,Dimethyl KR (KR),0.00000030000.0,,,"2968: Sum of 2 scans. Range 7956 (rt=28.1168, f=2, i=2390) to 7960 (rt=28.1253, f=2, i=2391) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,11437,4366,1,0,0,724.3528,1446.691,2,1446.6991,-0.0081,74,84,0,28.89,0.0015,R,EIAQDFKTDLR,F,Formyl (K); Formyl (T),0.00000046000.0,,,"4367: Sum of 2 scans. Range 11632 (rt=40.4594, f=10, i=54) to 11642 (rt=40.4809, f=10, i=55) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,11438,10365,1,0,0,724.3528,1446.691,2,1446.6991,-0.0081,74,84,0,26.13,0.0028,R,EIAQDFKTDLR,F,Formyl (K); Formyl (T),0.00000046000.0,,,"4342: Sum of 2 scans. Range 11612 (rt=40.5379, f=4, i=792) to 11622 (rt=40.5592, f=4, i=793) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,11439,3902,1,0,0,724.3529,1446.6912,2,1446.6991,-0.0079,74,84,0,29.95,0.0012,R,EIAQDFKTDLR,F,Formyl (K); Formyl (T),0.00000046000.0,,,"3903: Sum of 2 scans. Range 10477 (rt=36.6302, f=2, i=3228) to 10478 (rt=36.6324, f=2, i=3229) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,11441,16067,1,0,0,724.3646,1446.7147,2,1446.7355,-0.0208,74,84,0,54.68,1.30E-05,R,EIAQDFKTDLR,F,,,,,"3977: Sum of 2 scans. Range 11255 (rt=40.4453, f=5, i=389) to 11265 (rt=40.4668, f=5, i=390) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,2,H33_BOVIN,sp|Q5E9F8|H33_BOVIN Histone H3.3 OS=Bos taurus OX=9913 GN=H3F3A PE=1 SV=3,9752,16103,391,391,10,10,11444,27050,1,0,0,724.3706,1446.7267,2,1446.7355,-0.0087,74,84,0,78.71,4.80E-08,R,EIAQDFKTDLR,F,,,,,"3555: Sum of 2 scans. Range 9907 (rt=35.5666, f=5, i=327) to 9918 (rt=35.5903, f=5, i=328) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
