Header,--------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,1438,45809,1,0,0,352.1949,702.3752,2,702.366,0.0091,74,80,0,27.37,0.0024,R,IAGEASR,L,,,,,"250: Sum of 2 scans. Range 827 (rt=3.27248, f=4, i=33) to 848 (rt=3.32555, f=4, i=34) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,1439,10239,1,0,0,352.195,702.3754,2,702.366,0.0094,74,80,0,29.43,0.0015,R,IAGEASR,L,,,,,"101: Scan 650 (rt=2.70718, f=2, i=88) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2714,592,1,0,0,408.7289,815.4433,2,815.4501,-0.0068,94,100,0,32.6,0.00088,R,EIQTAVR,L,,,,,"593: Sum of 2 scans. Range 1410 (rt=5.2131, f=4, i=83) to 1417 (rt=5.22803, f=4, i=84) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_A.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2715,10728,1,0,0,408.7289,815.4433,2,815.4501,-0.0068,94,100,0,26.45,0.0068,R,EIQTAVR,L,,,,,"590: Sum of 2 scans. Range 1441 (rt=5.25308, f=2, i=252) to 1444 (rt=5.25943, f=2, i=253) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2716,22741,1,0,0,408.7289,815.4433,2,815.4501,-0.0068,94,100,0,34.42,0.00059,R,EIQTAVR,L,,,,,"557: Sum of 2 scans. Range 1406 (rt=5.23183, f=4, i=63) to 1411 (rt=5.24252, f=4, i=64) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2718,46122,1,0,0,408.7316,815.4487,2,815.4501,-0.0014,94,100,0,31.09,0.0012,R,EIQTAVR,L,,,,,"563: Sum of 2 scans. Range 1409 (rt=5.21813, f=4, i=68) to 1412 (rt=5.2246, f=4, i=69) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2721,10906,1,0,0,408.7327,815.4508,2,815.4501,0.0007,94,100,0,28.3,0.0026,R,EIQTAVR,L,,,,,"768: Scan 1738 (rt=6.27953, f=2, i=354) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2722,34751,1,0,0,408.7329,815.4512,2,815.4501,0.0011,94,100,0,39.34,0.00048,R,EIQTAVR,L,,,,,"692: Scan 1573 (rt=5.73598, f=2, i=306) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_D.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2723,22930,1,0,0,408.7329,815.4512,2,815.4501,0.0011,94,100,0,33.29,0.00076,R,EIQTAVR,L,,,,,"746: Scan 1689 (rt=6.24213, f=2, i=367) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2724,34835,1,0,0,408.7331,815.4516,2,815.4501,0.0015,94,100,0,31.77,0.001,R,EIQTAVR,L,,,,,"776: Scan 1715 (rt=6.24177, f=2, i=353) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_D.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2725,46207,1,0,0,408.7334,815.4523,2,815.4501,0.0022,94,100,0,33.08,0.0021,R,EIQTAVR,L,,,,,"648: Scan 1554 (rt=5.7204, f=2, i=305) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2726,46294,1,0,0,408.7334,815.4523,2,815.4501,0.0022,94,100,0,32.01,0.001,R,EIQTAVR,L,,,,,"735: Scan 1692 (rt=6.22927, f=2, i=359) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2727,10814,1,0,0,408.7341,815.4536,2,815.4501,0.0035,94,100,0,44.1,7.30E-05,R,EIQTAVR,L,,,,,"676: Scan 1589 (rt=5.7656, f=2, i=306) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2728,22838,1,0,0,408.7343,815.454,2,815.4501,0.0039,94,100,0,41.72,0.00012,R,EIQTAVR,L,,,,,"654: Scan 1551 (rt=5.73815, f=2, i=310) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2729,777,1,0,0,408.7344,815.4542,2,815.4501,0.0041,94,100,0,42.04,0.00011,R,EIQTAVR,L,,,,,"778: Scan 1689 (rt=6.21852, f=2, i=341) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_A.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2730,692,1,0,0,408.7345,815.4544,2,815.4501,0.0043,94,100,0,41.01,0.00027,R,EIQTAVR,L,,,,,"693: Scan 1557 (rt=5.71178, f=2, i=295) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_A.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2885,45563,1,0,0,414.7127,827.4108,2,827.4137,-0.003,110,117,0,36.32,0.00027,K,HAVSEGTK,A,,,,,"4: Sum of 2 scans. Range 404 (rt=1.7692, f=2, i=7) to 405 (rt=1.77133, f=2, i=8) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2886,34063,1,0,0,414.7133,827.4121,2,827.4137,-0.0016,110,117,0,32.2,0.00069,K,HAVSEGTK,A,,,,,"4: Sum of 2 scans. Range 401 (rt=1.75147, f=2, i=7) to 402 (rt=1.75355, f=2, i=8) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_D.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2887,22188,1,0,0,414.7134,827.4123,2,827.4137,-0.0014,110,117,0,34.4,0.00042,K,HAVSEGTK,A,,,,,"4: Sum of 2 scans. Range 404 (rt=1.76797, f=2, i=7) to 405 (rt=1.77008, f=2, i=8) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2888,34502,1,0,0,414.7138,827.4131,2,827.4137,-0.0006,110,117,0,28.25,0.0017,K,HAVSEGTK,A,,,,,"443: Scan 1039 (rt=3.78115, f=3, i=73) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_D.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2891,2,1,0,0,414.7143,827.4141,2,827.4137,0.0004,110,117,0,21.24,0.0086,K,HAVSEGTK,A,,,,,"3: Sum of 2 scans. Range 391 (rt=1.73318, f=2, i=5) to 392 (rt=1.7353, f=2, i=6) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_A.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2892,10420,1,0,0,414.7148,827.4149,2,827.4137,0.0012,110,117,0,30.14,0.00097,K,HAVSEGTK,A,,,,,"282: Scan 856 (rt=3.3018, f=2, i=118) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2893,37,1,0,0,414.7148,827.415,2,827.4137,0.0013,110,117,0,47.43,1.80E-05,K,HAVSEGTK,A,,,,,"38: Scan 529 (rt=2.24073, f=2, i=46) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_A.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2894,10180,1,0,0,414.7148,827.4151,2,827.4137,0.0013,110,117,0,47.23,1.90E-05,K,HAVSEGTK,A,,,,,"42: Scan 539 (rt=2.25308, f=2, i=57) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2896,94,1,0,0,414.7152,827.4159,2,827.4137,0.0022,110,117,0,40.02,0.0001,K,HAVSEGTK,A,,,,,"95: Scan 649 (rt=2.74923, f=2, i=81) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_A.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2897,10251,1,0,0,414.7153,827.416,2,827.4137,0.0023,110,117,0,41.21,7.60E-05,K,HAVSEGTK,A,,,,,"113: Scan 667 (rt=2.76872, f=2, i=93) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2898,22447,1,0,0,414.7154,827.4162,2,827.4137,0.0025,110,117,0,33.57,0.00044,K,HAVSEGTK,A,,,,,"263: Scan 846 (rt=3.33002, f=2, i=128) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2899,34101,1,0,0,414.7154,827.4162,2,827.4137,0.0025,110,117,0,37.62,0.00017,K,HAVSEGTK,A,,,,,"42: Scan 540 (rt=2.2522, f=2, i=56) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_D.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2900,34319,1,0,0,414.7154,827.4163,2,827.4137,0.0026,110,117,0,30.26,0.00094,K,HAVSEGTK,A,,,,,"260: Scan 837 (rt=3.27353, f=3, i=60) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_D.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2901,442,1,0,0,414.7155,827.4164,2,827.4137,0.0026,110,117,0,27.89,0.0016,K,HAVSEGTK,A,,,,,"443: Scan 1041 (rt=3.81417, f=3, i=76) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_A.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2902,34160,1,0,0,414.7156,827.4166,2,827.4137,0.0029,110,117,0,44.13,3.90E-05,K,HAVSEGTK,A,,,,,"101: Scan 656 (rt=2.76068, f=2, i=91) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_D.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2903,45655,1,0,0,414.7156,827.4166,2,827.4137,0.0029,110,117,0,45.67,2.70E-05,K,HAVSEGTK,A,,,,,"96: Scan 656 (rt=2.7771, f=2, i=89) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2904,251,1,0,0,414.7156,827.4166,2,827.4137,0.0029,110,117,0,32.8,0.00052,K,HAVSEGTK,A,,,,,"252: Scan 836 (rt=3.3015, f=3, i=63) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_A.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2905,45826,1,0,0,414.7157,827.4169,2,827.4137,0.0032,110,117,0,28.36,0.0015,K,HAVSEGTK,A,,,,,"267: Scan 846 (rt=3.32118, f=2, i=119) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2866,34901,1,0,0,414.7158,827.4169,2,827.4137,0.0032,110,117,0,26.04,0.0025,K,HAVSEGTK,A,,,,,"842: Sum of 2 scans. Range 1891 (rt=6.8369, f=3, i=218) to 1893 (rt=6.84118, f=3, i=219) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_D.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2907,22276,1,0,0,414.7158,827.4171,2,827.4137,0.0034,110,117,0,34.91,0.00032,K,HAVSEGTK,A,,,,,"92: Scan 656 (rt=2.78527, f=2, i=103) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2908,34583,1,0,0,414.7159,827.4173,2,827.4137,0.0035,110,117,0,35.88,0.00026,K,HAVSEGTK,A,,,,,"524: Scan 1229 (rt=4.4753, f=2, i=184) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_D.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2909,22230,1,0,0,414.716,827.4175,2,827.4137,0.0038,110,117,0,40.54,8.80E-05,K,HAVSEGTK,A,,,,,"46: Scan 545 (rt=2.27952, f=2, i=64) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2910,45601,1,0,0,414.7164,827.4182,2,827.4137,0.0045,110,117,0,32.69,0.00054,K,HAVSEGTK,A,,,,,"42: Scan 542 (rt=2.2746, f=2, i=60) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2911,10142,1,0,0,414.7166,827.4186,2,827.4137,0.0049,110,117,0,29.52,0.0011,K,HAVSEGTK,A,,,,,"4: Sum of 2 scans. Range 398 (rt=1.75142, f=2, i=7) to 399 (rt=1.75352, f=2, i=8) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2912,10599,1,0,0,414.7184,827.4222,2,827.4137,0.0085,110,117,0,35.59,0.00028,K,HAVSEGTK,A,,,,,"461: Scan 1074 (rt=3.8488, f=3, i=84) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,2914,22608,1,0,0,414.72,827.4255,2,827.4137,0.0118,110,117,0,22.4,0.0058,K,HAVSEGTK,A,,,,,"424: Scan 1048 (rt=3.84547, f=2, i=143) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,4616,10656,1,0,0,451.2516,900.4887,2,900.493,-0.0042,81,87,1,38.74,0.00048,R,LAHYNKR,S,,,,,"518: Sum of 2 scans. Range 1240 (rt=4.52688, f=3, i=107) to 1244 (rt=4.53547, f=3, i=108) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,4731,22486,1,0,0,451.2518,900.4891,2,900.493,-0.0038,81,87,1,33.74,0.00069,R,LAHYNKR,S,,,,,"302: Scan 889 (rt=3.43797, f=2, i=130) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,4732,5,1,0,0,451.2518,900.4891,2,900.493,-0.0038,81,87,1,23.62,0.0071,R,LAHYNKR,S,,,,,"6: Sum of 2 scans. Range 413 (rt=1.82032, f=2, i=11) to 414 (rt=1.82243, f=2, i=12) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_A.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,4733,46041,1,0,0,451.2519,900.4893,2,900.493,-0.0036,81,87,1,26.55,0.0032,R,LAHYNKR,S,,,,,"482: Sum of 2 scans. Range 1198 (rt=4.4212, f=2, i=170) to 1199 (rt=4.42332, f=2, i=171) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,4620,548,1,0,0,451.252,900.4894,2,900.493,-0.0035,81,87,1,28.57,0.0039,R,LAHYNKR,S,,,,,"549: Sum of 2 scans. Range 1331 (rt=4.97077, f=2, i=218) to 1332 (rt=4.97287, f=2, i=219) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_A.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,4734,22700,1,0,0,451.2522,900.4898,2,900.493,-0.0032,81,87,1,31.5,0.0046,R,LAHYNKR,S,,,,,"516: Sum of 2 scans. Range 1324 (rt=4.97878, f=3, i=97) to 1327 (rt=4.98518, f=3, i=98) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,4735,10627,1,0,0,451.2524,900.4901,2,900.493,-0.0028,81,87,1,46.59,0.00027,R,LAHYNKR,S,,,,,"489: Scan 1176 (rt=4.2918, f=2, i=158) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,4736,45565,1,0,0,451.2524,900.4902,2,900.493,-0.0028,81,87,1,36.02,0.001,R,LAHYNKR,S,,,,,"6: Sum of 2 scans. Range 422 (rt=1.8429, f=2, i=11) to 423 (rt=1.845, f=2, i=12) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,4737,46081,1,0,0,451.2524,900.4902,2,900.493,-0.0027,81,87,1,31.07,0.0063,R,LAHYNKR,S,,,,,"522: Sum of 2 scans. Range 1318 (rt=4.92312, f=2, i=210) to 1319 (rt=4.92523, f=2, i=211) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
2,2,H2B1N_BOVIN,sp|Q32L48|H2B1N_BOVIN Histone H2B type 1-N OS=Bos taurus OX=9913 GN=HIST1H2BN PE=1 SV=3,6657,13915,379,379,26,26,4738,34621,1,0,0,451.2524,900.4902,2,900.493,-0.0027,81,87,1,34.47,0.00067,R,LAHYNKR,S,,,,,"562: Sum of 2 scans. Range 1336 (rt=4.91453, f=3, i=111) to 1338 (rt=4.91882, f=3, i=112) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_D.raw]"
